experiment_id,transcript_id,model_name,technique_name,name_original,name_en,name_original,name_en
"4","4","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic Cloves","sos bolognese pasta","Bolognese pasta sauce"
"4","4","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic Cloves","serbuk pasli","Dried parsley flakes"
"4","4","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic Cloves","serbuk bawang putih (gari)","Garlic powder"
"4","4","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic Cloves","serbuk perasa","Seasoning powder"
"4","4","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic Cloves","keju pizza (mozzarella)","Pizza cheese topping"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","garam","Salt"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","kentang","Potatoes"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","mentega (butter)","Butter"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","serbuk lada putih","White pepper powder"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","keju parmesan","Parmesan cheese"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","susu","Milk"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","garam","Salt"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","minyak","Cooking oil"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","bawang putih","Garlic"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","daging kisar","Minced beef"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","sos bolognese pasta","Bolognese pasta sauce"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","serbuk pasli","Dried parsley flakes"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","serbuk bawang putih (gari)","Garlic powder"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","serbuk perasa","Seasoning powder"
"4","4","Llama 3.2 3B Instruct","zero-shot","Minyak","Oil","keju pizza (mozzarella)","Pizza cheese topping"
"6","6","Llama 3.2 3B Instruct","zero-shot","Nasi Lemak","","pisang","Bananas"
"6","6","Llama 3.2 3B Instruct","zero-shot","Nasi Lemak","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Nasi Lemak","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Nasi Lemak","","air","Water"
"6","6","Llama 3.2 3B Instruct","zero-shot","Nasi Lemak","","gula melaka","Palm sugar"
"6","6","Llama 3.2 3B Instruct","zero-shot","Nasi Lemak","","santan","Coconut milk"
"6","6","Llama 3.2 3B Instruct","zero-shot","Nasi Lemak","","tepung jagung","Corn starch slurry"
"6","6","Llama 3.2 3B Instruct","zero-shot","Nasi Lemak","","garam","Salt"
"6","6","Llama 3.2 3B Instruct","zero-shot","Peanut Sauce","","pisang","Bananas"
"6","6","Llama 3.2 3B Instruct","zero-shot","Peanut Sauce","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Peanut Sauce","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Peanut Sauce","","air","Water"
"6","6","Llama 3.2 3B Instruct","zero-shot","Peanut Sauce","","gula melaka","Palm sugar"
"6","6","Llama 3.2 3B Instruct","zero-shot","Peanut Sauce","","santan","Coconut milk"
"6","6","Llama 3.2 3B Instruct","zero-shot","Peanut Sauce","","tepung jagung","Corn starch slurry"
"6","6","Llama 3.2 3B Instruct","zero-shot","Peanut Sauce","","garam","Salt"
"6","6","Llama 3.2 3B Instruct","zero-shot","Shrimp","","pisang","Bananas"
"6","6","Llama 3.2 3B Instruct","zero-shot","Shrimp","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Shrimp","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Shrimp","","air","Water"
"6","6","Llama 3.2 3B Instruct","zero-shot","Shrimp","","gula melaka","Palm sugar"
"6","6","Llama 3.2 3B Instruct","zero-shot","Shrimp","","santan","Coconut milk"
"6","6","Llama 3.2 3B Instruct","zero-shot","Shrimp","","tepung jagung","Corn starch slurry"
"6","6","Llama 3.2 3B Instruct","zero-shot","Shrimp","","garam","Salt"
"6","6","Llama 3.2 3B Instruct","zero-shot","Lemak","","pisang","Bananas"
"6","6","Llama 3.2 3B Instruct","zero-shot","Lemak","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Lemak","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Lemak","","air","Water"
"6","6","Llama 3.2 3B Instruct","zero-shot","Lemak","","gula melaka","Palm sugar"
"6","6","Llama 3.2 3B Instruct","zero-shot","Lemak","","santan","Coconut milk"
"6","6","Llama 3.2 3B Instruct","zero-shot","Lemak","","tepung jagung","Corn starch slurry"
"6","6","Llama 3.2 3B Instruct","zero-shot","Lemak","","garam","Salt"
"6","6","Llama 3.2 3B Instruct","zero-shot","Sambal","","pisang","Bananas"
"6","6","Llama 3.2 3B Instruct","zero-shot","Sambal","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Sambal","","mentega (butter)","Butter"
"6","6","Llama 3.2 3B Instruct","zero-shot","Sambal","","air","Water"
"6","6","Llama 3.2 3B Instruct","zero-shot","Sambal","","gula melaka","Palm sugar"
"6","6","Llama 3.2 3B Instruct","zero-shot","Sambal","","santan","Coconut milk"
"6","6","Llama 3.2 3B Instruct","zero-shot","Sambal","","tepung jagung","Corn starch slurry"
"6","6","Llama 3.2 3B Instruct","zero-shot","Sambal","","garam","Salt"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","daun pandan","Pandan leaves"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","air kapu","Limestone water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","perwarna hijau","Green food coloring"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","santan","Coconut milk"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Nasi lemak","coconut milk rice","garam","Salt"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","daun pandan","Pandan leaves"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","air kapu","Limestone water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","perwarna hijau","Green food coloring"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","santan","Coconut milk"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Gula melaka","jaggery","garam","Salt"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","daun pandan","Pandan leaves"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","air kapu","Limestone water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","perwarna hijau","Green food coloring"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","santan","Coconut milk"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Kacang polong","pigeon peas","garam","Salt"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","daun pandan","Pandan leaves"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","air kapu","Limestone water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","perwarna hijau","Green food coloring"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","santan","Coconut milk"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Ayam goreng","fried chicken","garam","Salt"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","daun pandan","Pandan leaves"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","air kapu","Limestone water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","perwarna hijau","Green food coloring"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","gula","Sugar"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","santan","Coconut milk"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","air","Water"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","tepung beras","Rice flour"
"12","12","Llama 3.2 3B Instruct","zero-shot","Sambal kacang","peanut sauce","garam","Salt"
"13","13","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic","whipping cream","Whipping cream"
"13","13","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic","susu full cream","Full cream milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic","susu pekat","Condensed milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic","esen vanila","Vanilla essence"
"13","13","Llama 3.2 3B Instruct","zero-shot","Bawang Putih","Garlic","chocolate coin","Chocolate coins"
"13","13","Llama 3.2 3B Instruct","zero-shot","Daun Salam","Palm Leaves (Betel Leaves)","whipping cream","Whipping cream"
"13","13","Llama 3.2 3B Instruct","zero-shot","Daun Salam","Palm Leaves (Betel Leaves)","susu full cream","Full cream milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Daun Salam","Palm Leaves (Betel Leaves)","susu pekat","Condensed milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Daun Salam","Palm Leaves (Betel Leaves)","esen vanila","Vanilla essence"
"13","13","Llama 3.2 3B Instruct","zero-shot","Daun Salam","Palm Leaves (Betel Leaves)","chocolate coin","Chocolate coins"
"13","13","Llama 3.2 3B Instruct","zero-shot","Gula Melaka","Sweet Palm Sugar","whipping cream","Whipping cream"
"13","13","Llama 3.2 3B Instruct","zero-shot","Gula Melaka","Sweet Palm Sugar","susu full cream","Full cream milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Gula Melaka","Sweet Palm Sugar","susu pekat","Condensed milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Gula Melaka","Sweet Palm Sugar","esen vanila","Vanilla essence"
"13","13","Llama 3.2 3B Instruct","zero-shot","Gula Melaka","Sweet Palm Sugar","chocolate coin","Chocolate coins"
"13","13","Llama 3.2 3B Instruct","zero-shot","Jeruk Manis","Sweet Lime","whipping cream","Whipping cream"
"13","13","Llama 3.2 3B Instruct","zero-shot","Jeruk Manis","Sweet Lime","susu full cream","Full cream milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Jeruk Manis","Sweet Lime","susu pekat","Condensed milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Jeruk Manis","Sweet Lime","esen vanila","Vanilla essence"
"13","13","Llama 3.2 3B Instruct","zero-shot","Jeruk Manis","Sweet Lime","chocolate coin","Chocolate coins"
"13","13","Llama 3.2 3B Instruct","zero-shot","Kecap Manis","Sweet Soy Sauce","whipping cream","Whipping cream"
"13","13","Llama 3.2 3B Instruct","zero-shot","Kecap Manis","Sweet Soy Sauce","susu full cream","Full cream milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Kecap Manis","Sweet Soy Sauce","susu pekat","Condensed milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Kecap Manis","Sweet Soy Sauce","esen vanila","Vanilla essence"
"13","13","Llama 3.2 3B Instruct","zero-shot","Kecap Manis","Sweet Soy Sauce","chocolate coin","Chocolate coins"
"13","13","Llama 3.2 3B Instruct","zero-shot","Ketul Bawang","Garlic Clove","whipping cream","Whipping cream"
"13","13","Llama 3.2 3B Instruct","zero-shot","Ketul Bawang","Garlic Clove","susu full cream","Full cream milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Ketul Bawang","Garlic Clove","susu pekat","Condensed milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Ketul Bawang","Garlic Clove","esen vanila","Vanilla essence"
"13","13","Llama 3.2 3B Instruct","zero-shot","Ketul Bawang","Garlic Clove","chocolate coin","Chocolate coins"
"13","13","Llama 3.2 3B Instruct","zero-shot","Minyak Teriyaki","Teriyaki Sauce","whipping cream","Whipping cream"
"13","13","Llama 3.2 3B Instruct","zero-shot","Minyak Teriyaki","Teriyaki Sauce","susu full cream","Full cream milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Minyak Teriyaki","Teriyaki Sauce","susu pekat","Condensed milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Minyak Teriyaki","Teriyaki Sauce","esen vanila","Vanilla essence"
"13","13","Llama 3.2 3B Instruct","zero-shot","Minyak Teriyaki","Teriyaki Sauce","chocolate coin","Chocolate coins"
"13","13","Llama 3.2 3B Instruct","zero-shot","Padi Putih","White Rice","whipping cream","Whipping cream"
"13","13","Llama 3.2 3B Instruct","zero-shot","Padi Putih","White Rice","susu full cream","Full cream milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Padi Putih","White Rice","susu pekat","Condensed milk"
"13","13","Llama 3.2 3B Instruct","zero-shot","Padi Putih","White Rice","esen vanila","Vanilla essence"
"13","13","Llama 3.2 3B Instruct","zero-shot","Padi Putih","White Rice","chocolate coin","Chocolate coins"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","puff pastry","Puff pastry"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce tomato","Tomato sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce chilli","Chili sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","chicken salami","Chicken salami"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","mozzarella cheese","Mozzarella cheese"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","butter","Butter"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun parsley","Parsley leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun ketumbang","Coriander leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","puff pastry","Puff pastry"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce tomato","Tomato sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce chilli","Chili sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","chicken salami","Chicken salami"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","mozzarella cheese","Mozzarella cheese"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","butter","Butter"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun parsley","Parsley leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun ketumbang","Coriander leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","puff pastry","Puff pastry"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce tomato","Tomato sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce chilli","Chili sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","chicken salami","Chicken salami"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","mozzarella cheese","Mozzarella cheese"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","butter","Butter"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun parsley","Parsley leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun ketumbang","Coriander leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","puff pastry","Puff pastry"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce tomato","Tomato sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce chilli","Chili sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","chicken salami","Chicken salami"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","mozzarella cheese","Mozzarella cheese"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","butter","Butter"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun parsley","Parsley leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun ketumbang","Coriander leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","puff pastry","Puff pastry"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce tomato","Tomato sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce chilli","Chili sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","chicken salami","Chicken salami"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","mozzarella cheese","Mozzarella cheese"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","butter","Butter"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun parsley","Parsley leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun ketumbang","Coriander leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","puff pastry","Puff pastry"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce tomato","Tomato sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","sauce chilli","Chili sauce"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","chicken salami","Chicken salami"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","mozzarella cheese","Mozzarella cheese"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","butter","Butter"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun parsley","Parsley leaves"
"14","14","Llama 3.2 3B Instruct","zero-shot","","","daun ketumbang","Coriander leaves"
