experiment_id,transcript_id,model_name,technique_name,name_en,calories,protein_g,total_fat_g,total_carbohydrate_g,calories,protein_g,total_fat_g,total_carbohydrate_g
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic","10.0","0.3","0.1","2.4","12.0","0.3","0.4","1.8"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic","10.0","0.3","0.1","2.4","14.6","1.3","0.3","2.5"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic","10.0","0.3","0.1","2.4","49.6","2.5","0.1","10.9"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic","10.0","0.3","0.1","2.4","10.0","0.5","0.0","1.5"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic","10.0","0.3","0.1","2.4","150.0","11.1","11.2","1.1"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","404.2","10.5","0.5","91.9"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","322.7","0.4","36.5","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","14.8","0.5","0.1","3.4"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","215.5","19.0","14.5","2.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","48.3","2.5","2.6","3.8"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","125.0","13.0","7.5","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","12.0","0.3","0.4","1.8"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","14.6","1.3","0.3","2.5"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","49.6","2.5","0.1","10.9"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","10.0","0.5","0.0","1.5"
"4","4","Llama 3.2 3B Instruct","zero-shot","Chili Sauce","20.0","0.7","1.5","4.5","150.0","11.1","11.2","1.1"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","404.2","10.5","0.5","91.9"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","322.7","0.4","36.5","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","14.8","0.5","0.1","3.4"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","215.5","19.0","14.5","2.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","48.3","2.5","2.6","3.8"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","125.0","13.0","7.5","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","12.0","0.3","0.4","1.8"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","14.6","1.3","0.3","2.5"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","49.6","2.5","0.1","10.9"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","10.0","0.5","0.0","1.5"
"4","4","Llama 3.2 3B Instruct","zero-shot","Garlic Cloves","5.0","0.2","0.1","1.4","150.0","11.1","11.2","1.1"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","404.2","10.5","0.5","91.9"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","322.7","0.4","36.5","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","14.8","0.5","0.1","3.4"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","215.5","19.0","14.5","2.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","48.3","2.5","2.6","3.8"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","125.0","13.0","7.5","0.0"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","12.0","0.3","0.4","1.8"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","14.6","1.3","0.3","2.5"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","49.6","2.5","0.1","10.9"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","10.0","0.5","0.0","1.5"
"4","4","Llama 3.2 3B Instruct","zero-shot","Oil","120.0","0.0","14.0","0.0","150.0","11.1","11.2","1.1"
"6","6","Llama 3.2 3B Instruct","zero-shot","","110.0","2.5","3.5","25.5","17.8","0.2","0.1","4.6"
"6","6","Llama 3.2 3B Instruct","zero-shot","","110.0","2.5","3.5","25.5","215.1","0.2","24.3","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","110.0","2.5","3.5","25.5","107.5","0.1","12.2","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","110.0","2.5","3.5","25.5","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","110.0","2.5","3.5","25.5","114.9","0.0","0.0","29.4"
"6","6","Llama 3.2 3B Instruct","zero-shot","","110.0","2.5","3.5","25.5","156.0","1.6","16.9","2.2"
"6","6","Llama 3.2 3B Instruct","zero-shot","","110.0","2.5","3.5","25.5","12.0","0.0","0.0","3.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","110.0","2.5","3.5","25.5","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","550.0","15.0","38.0","45.0","17.8","0.2","0.1","4.6"
"6","6","Llama 3.2 3B Instruct","zero-shot","","550.0","15.0","38.0","45.0","215.1","0.2","24.3","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","550.0","15.0","38.0","45.0","107.5","0.1","12.2","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","550.0","15.0","38.0","45.0","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","550.0","15.0","38.0","45.0","114.9","0.0","0.0","29.4"
"6","6","Llama 3.2 3B Instruct","zero-shot","","550.0","15.0","38.0","45.0","156.0","1.6","16.9","2.2"
"6","6","Llama 3.2 3B Instruct","zero-shot","","550.0","15.0","38.0","45.0","12.0","0.0","0.0","3.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","550.0","15.0","38.0","45.0","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","100.0","25.5","3.5","0.0","17.8","0.2","0.1","4.6"
"6","6","Llama 3.2 3B Instruct","zero-shot","","100.0","25.5","3.5","0.0","215.1","0.2","24.3","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","100.0","25.5","3.5","0.0","107.5","0.1","12.2","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","100.0","25.5","3.5","0.0","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","100.0","25.5","3.5","0.0","114.9","0.0","0.0","29.4"
"6","6","Llama 3.2 3B Instruct","zero-shot","","100.0","25.5","3.5","0.0","156.0","1.6","16.9","2.2"
"6","6","Llama 3.2 3B Instruct","zero-shot","","100.0","25.5","3.5","0.0","12.0","0.0","0.0","3.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","100.0","25.5","3.5","0.0","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","120.0","2.0","7.5","1.5","17.8","0.2","0.1","4.6"
"6","6","Llama 3.2 3B Instruct","zero-shot","","120.0","2.0","7.5","1.5","215.1","0.2","24.3","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","120.0","2.0","7.5","1.5","107.5","0.1","12.2","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","120.0","2.0","7.5","1.5","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","120.0","2.0","7.5","1.5","114.9","0.0","0.0","29.4"
"6","6","Llama 3.2 3B Instruct","zero-shot","","120.0","2.0","7.5","1.5","156.0","1.6","16.9","2.2"
"6","6","Llama 3.2 3B Instruct","zero-shot","","120.0","2.0","7.5","1.5","12.0","0.0","0.0","3.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","120.0","2.0","7.5","1.5","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","50.0","1.0","2.5","8.0","17.8","0.2","0.1","4.6"
"6","6","Llama 3.2 3B Instruct","zero-shot","","50.0","1.0","2.5","8.0","215.1","0.2","24.3","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","50.0","1.0","2.5","8.0","107.5","0.1","12.2","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","50.0","1.0","2.5","8.0","0.0","0.0","0.0","0.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","50.0","1.0","2.5","8.0","114.9","0.0","0.0","29.4"
"6","6","Llama 3.2 3B Instruct","zero-shot","","50.0","1.0","2.5","8.0","156.0","1.6","16.9","2.2"
"6","6","Llama 3.2 3B Instruct","zero-shot","","50.0","1.0","2.5","8.0","12.0","0.0","0.0","3.0"
"6","6","Llama 3.2 3B Instruct","zero-shot","","50.0","1.0","2.5","8.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","3.5","0.2","0.0","0.7"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","878.4","14.2","3.4","192.2"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","696.6","0.0","0.0","180.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","19.4","0.0","0.0","5.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","945.6","9.6","102.2","13.4"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","274.5","4.4","1.0","60.1"
"12","12","Llama 3.2 3B Instruct","zero-shot","coconut milk rice","450.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","3.5","0.2","0.0","0.7"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","878.4","14.2","3.4","192.2"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","696.6","0.0","0.0","180.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","19.4","0.0","0.0","5.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","945.6","9.6","102.2","13.4"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","274.5","4.4","1.0","60.1"
"12","12","Llama 3.2 3B Instruct","zero-shot","jaggery","375.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","3.5","0.2","0.0","0.7"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","878.4","14.2","3.4","192.2"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","696.6","0.0","0.0","180.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","19.4","0.0","0.0","5.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","945.6","9.6","102.2","13.4"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","274.5","4.4","1.0","60.1"
"12","12","Llama 3.2 3B Instruct","zero-shot","pigeon peas","225.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","3.5","0.2","0.0","0.7"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","878.4","14.2","3.4","192.2"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","696.6","0.0","0.0","180.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","19.4","0.0","0.0","5.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","945.6","9.6","102.2","13.4"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","274.5","4.4","1.0","60.1"
"12","12","Llama 3.2 3B Instruct","zero-shot","fried chicken","150.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","3.5","0.2","0.0","0.7"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","878.4","14.2","3.4","192.2"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","696.6","0.0","0.0","180.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","19.4","0.0","0.0","5.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","945.6","9.6","102.2","13.4"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","274.5","4.4","1.0","60.1"
"12","12","Llama 3.2 3B Instruct","zero-shot","peanut sauce","200.0","0.0","15.0","0.0","0.0","0.0","0.0","0.0"
"13","13","Llama 3.2 3B Instruct","zero-shot","Garlic","10.5","0.3","0.2","2.6","816.0","4.8","86.6","6.7"
"13","13","Llama 3.2 3B Instruct","zero-shot","Garlic","10.5","0.3","0.2","2.6","146.4","7.7","7.9","11.5"
"13","13","Llama 3.2 3B Instruct","zero-shot","Garlic","10.5","0.3","0.2","2.6","192.6","4.7","5.2","32.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Garlic","10.5","0.3","0.2","2.6","14.4","0.0","0.0","0.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Garlic","10.5","0.3","0.2","2.6","107.0","1.2","6.0","12.0"
"13","13","Llama 3.2 3B Instruct","zero-shot","Palm Leaves (Betel Leaves)","10.8","0.3","0.1","2.6","816.0","4.8","86.6","6.7"
"13","13","Llama 3.2 3B Instruct","zero-shot","Palm Leaves (Betel Leaves)","10.8","0.3","0.1","2.6","146.4","7.7","7.9","11.5"
"13","13","Llama 3.2 3B Instruct","zero-shot","Palm Leaves (Betel Leaves)","10.8","0.3","0.1","2.6","192.6","4.7","5.2","32.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Palm Leaves (Betel Leaves)","10.8","0.3","0.1","2.6","14.4","0.0","0.0","0.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Palm Leaves (Betel Leaves)","10.8","0.3","0.1","2.6","107.0","1.2","6.0","12.0"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Palm Sugar","45.9","0.3","0.1","11.8","816.0","4.8","86.6","6.7"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Palm Sugar","45.9","0.3","0.1","11.8","146.4","7.7","7.9","11.5"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Palm Sugar","45.9","0.3","0.1","11.8","192.6","4.7","5.2","32.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Palm Sugar","45.9","0.3","0.1","11.8","14.4","0.0","0.0","0.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Palm Sugar","45.9","0.3","0.1","11.8","107.0","1.2","6.0","12.0"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Lime","46.4","1.4","0.3","11.6","816.0","4.8","86.6","6.7"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Lime","46.4","1.4","0.3","11.6","146.4","7.7","7.9","11.5"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Lime","46.4","1.4","0.3","11.6","192.6","4.7","5.2","32.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Lime","46.4","1.4","0.3","11.6","14.4","0.0","0.0","0.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Lime","46.4","1.4","0.3","11.6","107.0","1.2","6.0","12.0"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Soy Sauce","63.5","3.8","3.8","13.1","816.0","4.8","86.6","6.7"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Soy Sauce","63.5","3.8","3.8","13.1","146.4","7.7","7.9","11.5"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Soy Sauce","63.5","3.8","3.8","13.1","192.6","4.7","5.2","32.6"
"13","13","Llama 3.2 3B Instruct","zero-shot","Sweet Soy Sauce","63.5","3.8","3.8","13.1","14.4","0.0","0.0","0.6"
